StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,gpt-oss-20b_1,gpt-oss-20b_2,gpt-oss-20b_3,dapo-qwen_1,dapo-qwen_2,dapo-qwen_3,dapo-qwq-oss-comb-1_1,dapo-qwq-oss-comb-1_2,dapo-qwq-oss-comb-1_3,qwq-oss-dapo-comb-2_1,qwq-oss-dapo-comb-2_2,qwq-oss-dapo-comb-2_3,best-overall_1,best-overall_2,best-overall_3,best-overall_4,gpt-oss-20b_1,gpt-oss-20b_2,gpt-oss-20b_3,dapo-qwen_1,dapo-qwen_2,dapo-qwen_3,dapo-qwq-oss-comb-1_1,dapo-qwq-oss-comb-1_2,dapo-qwq-oss-comb-1_3,qwq-oss-dapo-comb-2_1,qwq-oss-dapo-comb-2_2,qwq-oss-dapo-comb-2_3,best-overall_1,best-overall_2,best-overall_3,best-overall_4,gpt-oss-20b_1,gpt-oss-20b_2,gpt-oss-20b_3,dapo-qwen_1,dapo-qwen_2,dapo-qwen_3,dapo-qwq-oss-comb-1_1,dapo-qwq-oss-comb-1_2,dapo-qwq-oss-comb-1_3,qwq-oss-dapo-comb-2_1,qwq-oss-dapo-comb-2_2,qwq-oss-dapo-comb-2_3,best-overall_1,best-overall_2,best-overall_3,best-overall_4,gpt-oss-20b_1,gpt-oss-20b_2,gpt-oss-20b_3,dapo-qwen_1,dapo-qwen_2,dapo-qwen_3,dapo-qwq-oss-comb-1_1,dapo-qwq-oss-comb-1_2,dapo-qwq-oss-comb-1_3,qwq-oss-dapo-comb-2_1,qwq-oss-dapo-comb-2_2,qwq-oss-dapo-comb-2_3,best-overall_1,best-overall_2,best-overall_3,best-overall_4,gpt-oss-20b_1,gpt-oss-20b_2,gpt-oss-20b_3,dapo-qwen_1,dapo-qwen_2,dapo-qwen_3,dapo-qwq-oss-comb-1_1,dapo-qwq-oss-comb-1_2,dapo-qwq-oss-comb-1_3,qwq-oss-dapo-comb-2_1,qwq-oss-dapo-comb-2_2,qwq-oss-dapo-comb-2_3,best-overall_1,best-overall_2,best-overall_3,best-overall_4,gpt-oss-20b_1,gpt-oss-20b_2,gpt-oss-20b_3,dapo-qwen_1,dapo-qwen_2,dapo-qwen_3,dapo-qwq-oss-comb-1_1,dapo-qwq-oss-comb-1_2,dapo-qwq-oss-comb-1_3,qwq-oss-dapo-comb-2_1,qwq-oss-dapo-comb-2_2,qwq-oss-dapo-comb-2_3,Q90_1,Q90_2,Q90_3,Q90_4,gpt-oss-20b_1,gpt-oss-20b_2,gpt-oss-20b_3,dapo-qwen_1,dapo-qwen_2,dapo-qwen_3,dapo-qwq-oss-comb-1_1,dapo-qwq-oss-comb-1_2,dapo-qwq-oss-comb-1_3,Q95_1,Q95_2,Q95_3,Q96_1,Q96_2,Q96_3,Q96_4,gpt-oss-20b_1,gpt-oss-20b_2,gpt-oss-20b_3,dapo-qwen_1,dapo-qwen_2,dapo-qwen_3,dapo-qwq-oss-comb-1_1,dapo-qwq-oss-comb-1_2,dapo-qwq-oss-comb-1_3,qwq-oss-dapo-comb-2_1,qwq-oss-dapo-comb-2_2,qwq-oss-dapo-comb-2_3,best-overall_1,best-overall_2,best-overall_3,best-overall_4,gpt-oss-20b_1,gpt-oss-20b_2,gpt-oss-20b_3,dapo-qwen_1,dapo-qwen_2,dapo-qwen_3,dapo-qwq-oss-comb-1_1,dapo-qwq-oss-comb-1_2,dapo-qwq-oss-comb-1_3,qwq-oss-dapo-comb-2_1,qwq-oss-dapo-comb-2_2,qwq-oss-dapo-comb-2_3,best-overall_1,best-overall_2,best-overall_3,best-overall_4,gpt-oss-20b_1,gpt-oss-20b_2,gpt-oss-20b_3,dapo-qwen_1,dapo-qwen_2,dapo-qwen_3,dapo-qwq-oss-comb-1_1,dapo-qwq-oss-comb-1_2,dapo-qwq-oss-comb-1_3,qwq-oss-dapo-comb-2_1,qwq-oss-dapo-comb-2_2,qwq-oss-dapo-comb-2_3,best-overall_1,best-overall_2,best-overall_3,best-overall_4
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"orange-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","orange-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","blue-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","blue-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","blue-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","green-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","green-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","purple-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","purple-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","purple-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","best-overall-185 - <span style=""color:#2980b9;"">Blue Model</span>","best-overall-185 - <span style=""color:#e67e22;"">Orange Model</span>","best-overall-185 - <span style=""color:#006633;"">Green Model</span>","best-overall-185 - <span style=""color:#8e44ad;"">Purple Model</span>","orange-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","orange-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","blue-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","blue-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","blue-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","green-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","green-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","purple-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","purple-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","purple-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","best-overall-71 - <span style=""color:#2980b9;"">Blue Model</span>","best-overall-71 - <span style=""color:#e67e22;"">Orange Model</span>","best-overall-71 - <span style=""color:#006633;"">Green Model</span>","best-overall-71 - <span style=""color:#8e44ad;"">Purple Model</span>","orange-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","orange-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","blue-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","blue-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","blue-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","green-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","green-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","purple-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","purple-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","purple-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","best-overall-614 - <span style=""color:#2980b9;"">Blue Model</span>","best-overall-614 - <span style=""color:#e67e22;"">Orange Model</span>","best-overall-614 - <span style=""color:#006633;"">Green Model</span>","best-overall-614 - <span style=""color:#8e44ad;"">Purple Model</span>","orange-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","orange-model-668 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","blue-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","blue-model-668 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","blue-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","green-model-668 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","green-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","purple-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","purple-model-668 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","purple-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","best-overall-668 - <span style=""color:#2980b9;"">Blue Model</span>","best-overall-668 - <span style=""color:#e67e22;"">Orange Model</span>","best-overall-668 - <span style=""color:#006633;"">Green Model</span>","best-overall-668 - <span style=""color:#8e44ad;"">Purple Model</span>","orange-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","orange-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","blue-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","blue-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","green-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","green-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","purple-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","purple-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","best-overall-79 - <span style=""color:#2980b9;"">Blue Model</span>","best-overall-79 - <span style=""color:#e67e22;"">Orange Model</span>","best-overall-79 - <span style=""color:#006633;"">Green Model</span>","best-overall-79 - <span style=""color:#8e44ad;"">Purple Model</span>","orange-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","orange-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","blue-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","blue-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","green-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","green-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","green-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","purple-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","purple-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","purple-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","best-overall-87 - <span style=""color:#2980b9;"">Blue Model</span>","best-overall-87 - <span style=""color:#e67e22;"">Orange Model</span>","best-overall-87 - <span style=""color:#006633;"">Green Model</span>","best-overall-87 - <span style=""color:#8e44ad;"">Purple Model</span>","orange-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","orange-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","blue-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","blue-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","green-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","green-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","green-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","purple-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","purple-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","best-overall-694 - <span style=""color:#2980b9;"">Blue Model</span>","best-overall-694 - <span style=""color:#e67e22;"">Orange Model</span>","best-overall-694 - <span style=""color:#006633;"">Green Model</span>","best-overall-694 - <span style=""color:#8e44ad;"">Purple Model</span>","orange-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","orange-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","blue-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","blue-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","green-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","green-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","green-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","purple-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","purple-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","best-overall-89 - <span style=""color:#2980b9;"">Blue Model</span>","best-overall-89 - <span style=""color:#e67e22;"">Orange Model</span>","best-overall-89 - <span style=""color:#006633;"">Green Model</span>","best-overall-89 - <span style=""color:#8e44ad;"">Purple Model</span>","orange-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","orange-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","blue-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","blue-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","green-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","green-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","green-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","purple-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","purple-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","best-overall-366 - <span style=""color:#2980b9;"">Blue Model</span>","best-overall-366 - <span style=""color:#e67e22;"">Orange Model</span>","best-overall-366 - <span style=""color:#006633;"">Green Model</span>","best-overall-366 - <span style=""color:#8e44ad;"">Purple Model</span>","orange-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","orange-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","blue-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","blue-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","green-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","green-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","green-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","purple-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)","purple-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)","purple-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)","best-overall-371 - <span style=""color:#2980b9;"">Blue Model</span>","best-overall-371 - <span style=""color:#e67e22;"">Orange Model</span>","best-overall-371 - <span style=""color:#006633;"">Green Model</span>","best-overall-371 - <span style=""color:#8e44ad;"">Purple Model</span>"
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID26_1""}","{""ImportId"":""QID26_2""}","{""ImportId"":""QID26_3""}","{""ImportId"":""QID27_1""}","{""ImportId"":""QID27_2""}","{""ImportId"":""QID27_3""}","{""ImportId"":""QID28_1""}","{""ImportId"":""QID28_2""}","{""ImportId"":""QID28_3""}","{""ImportId"":""QID29_1""}","{""ImportId"":""QID29_2""}","{""ImportId"":""QID29_3""}","{""ImportId"":""QID30_1""}","{""ImportId"":""QID30_2""}","{""ImportId"":""QID30_3""}","{""ImportId"":""QID30_4""}","{""ImportId"":""QID13_1""}","{""ImportId"":""QID13_2""}","{""ImportId"":""QID13_3""}","{""ImportId"":""QID21_1""}","{""ImportId"":""QID21_2""}","{""ImportId"":""QID21_3""}","{""ImportId"":""QID23_1""}","{""ImportId"":""QID23_2""}","{""ImportId"":""QID23_3""}","{""ImportId"":""QID24_1""}","{""ImportId"":""QID24_2""}","{""ImportId"":""QID24_3""}","{""ImportId"":""QID79_1""}","{""ImportId"":""QID79_2""}","{""ImportId"":""QID79_3""}","{""ImportId"":""QID79_4""}","{""ImportId"":""QID32_1""}","{""ImportId"":""QID32_2""}","{""ImportId"":""QID32_3""}","{""ImportId"":""QID33_1""}","{""ImportId"":""QID33_2""}","{""ImportId"":""QID33_3""}","{""ImportId"":""QID34_1""}","{""ImportId"":""QID34_2""}","{""ImportId"":""QID34_3""}","{""ImportId"":""QID35_1""}","{""ImportId"":""QID35_2""}","{""ImportId"":""QID35_3""}","{""ImportId"":""QID80_1""}","{""ImportId"":""QID80_2""}","{""ImportId"":""QID80_3""}","{""ImportId"":""QID80_4""}","{""ImportId"":""QID38_1""}","{""ImportId"":""QID38_2""}","{""ImportId"":""QID38_3""}","{""ImportId"":""QID39_1""}","{""ImportId"":""QID39_2""}","{""ImportId"":""QID39_3""}","{""ImportId"":""QID40_1""}","{""ImportId"":""QID40_2""}","{""ImportId"":""QID40_3""}","{""ImportId"":""QID41_1""}","{""ImportId"":""QID41_2""}","{""ImportId"":""QID41_3""}","{""ImportId"":""QID81_1""}","{""ImportId"":""QID81_2""}","{""ImportId"":""QID81_3""}","{""ImportId"":""QID81_4""}","{""ImportId"":""QID44_1""}","{""ImportId"":""QID44_2""}","{""ImportId"":""QID44_3""}","{""ImportId"":""QID45_1""}","{""ImportId"":""QID45_2""}","{""ImportId"":""QID45_3""}","{""ImportId"":""QID46_1""}","{""ImportId"":""QID46_2""}","{""ImportId"":""QID46_3""}","{""ImportId"":""QID47_1""}","{""ImportId"":""QID47_2""}","{""ImportId"":""QID47_3""}","{""ImportId"":""QID82_1""}","{""ImportId"":""QID82_2""}","{""ImportId"":""QID82_3""}","{""ImportId"":""QID82_4""}","{""ImportId"":""QID86_1""}","{""ImportId"":""QID86_2""}","{""ImportId"":""QID86_3""}","{""ImportId"":""QID87_1""}","{""ImportId"":""QID87_2""}","{""ImportId"":""QID87_3""}","{""ImportId"":""QID88_1""}","{""ImportId"":""QID88_2""}","{""ImportId"":""QID88_3""}","{""ImportId"":""QID89_1""}","{""ImportId"":""QID89_2""}","{""ImportId"":""QID89_3""}","{""ImportId"":""QID90_1""}","{""ImportId"":""QID90_2""}","{""ImportId"":""QID90_3""}","{""ImportId"":""QID90_4""}","{""ImportId"":""QID92_1""}","{""ImportId"":""QID92_2""}","{""ImportId"":""QID92_3""}","{""ImportId"":""QID93_1""}","{""ImportId"":""QID93_2""}","{""ImportId"":""QID93_3""}","{""ImportId"":""QID94_1""}","{""ImportId"":""QID94_2""}","{""ImportId"":""QID94_3""}","{""ImportId"":""QID95_1""}","{""ImportId"":""QID95_2""}","{""ImportId"":""QID95_3""}","{""ImportId"":""QID96_1""}","{""ImportId"":""QID96_2""}","{""ImportId"":""QID96_3""}","{""ImportId"":""QID96_4""}","{""ImportId"":""QID98_1""}","{""ImportId"":""QID98_2""}","{""ImportId"":""QID98_3""}","{""ImportId"":""QID99_1""}","{""ImportId"":""QID99_2""}","{""ImportId"":""QID99_3""}","{""ImportId"":""QID100_1""}","{""ImportId"":""QID100_2""}","{""ImportId"":""QID100_3""}","{""ImportId"":""QID101_1""}","{""ImportId"":""QID101_2""}","{""ImportId"":""QID101_3""}","{""ImportId"":""QID102_1""}","{""ImportId"":""QID102_2""}","{""ImportId"":""QID102_3""}","{""ImportId"":""QID102_4""}","{""ImportId"":""QID104_1""}","{""ImportId"":""QID104_2""}","{""ImportId"":""QID104_3""}","{""ImportId"":""QID105_1""}","{""ImportId"":""QID105_2""}","{""ImportId"":""QID105_3""}","{""ImportId"":""QID106_1""}","{""ImportId"":""QID106_2""}","{""ImportId"":""QID106_3""}","{""ImportId"":""QID107_1""}","{""ImportId"":""QID107_2""}","{""ImportId"":""QID107_3""}","{""ImportId"":""QID108_1""}","{""ImportId"":""QID108_2""}","{""ImportId"":""QID108_3""}","{""ImportId"":""QID108_4""}","{""ImportId"":""QID110_1""}","{""ImportId"":""QID110_2""}","{""ImportId"":""QID110_3""}","{""ImportId"":""QID111_1""}","{""ImportId"":""QID111_2""}","{""ImportId"":""QID111_3""}","{""ImportId"":""QID112_1""}","{""ImportId"":""QID112_2""}","{""ImportId"":""QID112_3""}","{""ImportId"":""QID113_1""}","{""ImportId"":""QID113_2""}","{""ImportId"":""QID113_3""}","{""ImportId"":""QID114_1""}","{""ImportId"":""QID114_2""}","{""ImportId"":""QID114_3""}","{""ImportId"":""QID114_4""}"
2025-09-17 13:07:22,2025-09-17 13:27:50,0,130.44.128.21,100,1228,1,2025-09-17 13:27:50,R_7GIBUmtgjguBjuv,,,,,42.3912,-71.0882,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,4,4,4,5,5,5,4,4,4,2,4,1,3,2,2,2,4,4,4,5,5,5,4,4,3,2,4,1,3,,,,,,,,,,,,,,,,,2,1,2,4,4,4,5,5,5,4,4,4,2,4,1,3,2,2,1,4,2,4,5,5,5,3,2,2,2,4,1,3,2,1,2,4,4,4,5,5,5,3,3,3,2,4,1,3
2025-09-17 13:21:37,2025-09-17 13:48:18,0,174.168.61.222,100,1600,1,2025-09-17 13:48:18,R_1yx3HKWjUzq3WFj,,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,2,2,2,5,4,5,4,4,5,4,3,4,2,4,1,3,,,,,,,,,,,,,,,,,1,1,1,3,2,3,4,4,4,4,2,4,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,4,3,4,4,3,2,2,1,4,2,3,2,4,3,4,4,4,5,5,5,4,2,4,2,4,1,3,,,,,,,,,,,,,,,,,1,1,1,3,4,4,4,4,4,3,2,2,2,4,1,3
2025-09-17 13:45:27,2025-09-17 13:53:49,0,207.96.75.72,100,501,1,2025-09-17 13:53:49,R_7oqPJDTvUvOIunD,,,,,40.7365,-74.0055,anonymous,EN,2,2,2,3,4,4,5,4,4,4,4,4,3,4,1,2,3,2,2,4,4,4,4,4,4,3,3,4,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,4,5,5,4,4,4,4,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,4,4,4,4,4,4,3,4,1,2,3,3,3,2,2,2,4,4,4,4,4,4,3,4,2,1,,,,,,,,,,,,,,,,
